text,label
"не плохо, но и не хорошо — сервис",neutral
Средний курс!,neutral
Деньги потрачены зря на телефон,negative
Могло быть лучше — ноутбук,neutral
Замечательный телефон!,positive
"Полный провал, курс! очень",negative
Никогда больше не куплю заказ,negative
Не рекомендую этот фильм,negative
Очень хороший сервис очень,positive
порадовал ноутбук очень,positive
Это худший приложение,negative
"не лучший вариант, но сойдет — заказ",neutral
Крайне недоволен продукт,negative
"Ожидал большего, но пойдет — продукт",neutral
Никогда больше не куплю курс,negative
Я в восторге от продукт,positive
Очень плохо работает товар!,negative
"Не плохо, но и не хорошо — заказ очень",neutral
Крайне недоволен телефон!,negative
качество плохое у магазин,negative
"Лучший сервис, который я видел!",positive
"Просто идеально, магазин",positive
Качество плохое у продукт,negative
Могло быть лучше — ноутбук!,neutral
средний товар,neutral
Отличное качество сервис,positive
Порадовал телефон,positive
"Не плохо, но и не хорошо — ноутбук!",neutral
Я очень доволен сервис,positive
Не рекомендую этот приложение очень,negative
"просто идеально, ноутбук",positive
Замечательный приложение! очень,positive
"Без эмоций, просто телефон",neutral
В целом ноутбук норм очень,neutral
"лучший магазин, который я видел",positive
я очень доволен фильм!,positive
Я в восторге от фильм очень,positive
"Не лучший вариант, но сойдет — телефон!",neutral
Ужасный магазин очень,negative
качество плохое у товар!,negative
Очень разочарован приложение,negative
Никогда больше не куплю телефон,negative
Совсем не понравился фильм,negative
отличное качество фильм!,positive
"прекрасный курс, рекомендую!",positive
"Не очень, но пользоваться можно — заказ",neutral
Очень плохо работает приложение,negative
Обычный ноутбук,neutral
Никогда больше не куплю заказ,negative
Пойдет сервис,neutral
я в восторге от фильм!,positive
Деньги потрачены зря на сервис!,negative
Никогда больше не куплю телефон,negative
"Без эмоций, просто телефон",neutral
"Разочарование, а не фильм",negative
"Лучший приложение, который я видел!",positive
"Ожидал большего, но пойдет — приложение",neutral
Очень хороший приложение,positive
"Не плохо, но и не хорошо — ноутбук!",neutral
Мне очень понравился ноутбук,positive
Я в восторге от магазин,positive
Обычный магазин!,neutral
"Не плохо, но и не хорошо — заказ!",neutral
Отличное качество фильм,positive
"Прекрасный сервис, рекомендую",positive
"Все супер, сервис радует!",positive
"разочарование, а не товар",negative
Качество плохое у курс,negative
Мне очень понравился телефон,positive
Ужасный товар очень,negative
Ужасный заказ! очень,negative
"все супер, заказ радует!",positive
Порадовал фильм очень,positive
"Лучший телефон, который я видел!",positive
Никогда больше не куплю продукт,negative
Качество плохое у фильм! очень,negative
Пойдет товар,neutral
"Просто идеально, товар!",positive
"Есть минусы, но в целом нормально — фильм",neutral
"просто идеально, магазин",positive
Я очень доволен телефон,positive
я очень доволен продукт,positive
Очень разочарован магазин,negative
"Нормально, но есть недостатки — сервис",neutral
"Все супер, телефон радует!",positive
Обычный сервис!,neutral
Деньги потрачены зря на фильм,negative
Очень хороший сервис!,positive
Мне очень понравился магазин,positive
"Как и ожидалось, товар!",neutral
"Разочарование, а не приложение",negative
Отличное качество приложение,positive
Стандартный фильм,neutral
"Все супер, фильм радует",positive
Деньги потрачены зря на фильм,negative
"Все супер, приложение радует",positive
Мне очень понравился сервис,positive
Очень разочарован товар!,negative
"Прекрасный заказ, рекомендую! очень",positive
Пойдет товар,neutral
Отличное качество ноутбук очень,positive
Очень хороший товар!,positive
Крайне недоволен приложение,negative
Нормальный магазин,neutral
это худший магазин,negative
"просто идеально, телефон",positive
Замечательный товар!,positive
Пойдет курс,neutral
Пойдет телефон очень,neutral
Очень хороший сервис!,positive
"Не плохо, но и не хорошо — телефон!",neutral
обычный заказ!,neutral
Не рекомендую этот ноутбук,negative
Деньги потрачены зря на телефон!,negative
"Полный провал, продукт",negative
Средний ноутбук,neutral
Никогда больше не куплю продукт,negative
Замечательный приложение,positive
Это худший продукт!,negative
Качество плохое у магазин!,negative
Качество плохое у сервис,negative
Я очень доволен курс,positive
отличное качество телефон! очень,positive
отличный выбор — товар!,positive
"Прекрасный магазин, рекомендую!",positive
"Не лучший вариант, но сойдет — курс",neutral
Очень плохо работает магазин,negative
Качество плохое у телефон!,negative
мне очень понравился приложение,positive
"Не вау, но нормально — продукт! очень",neutral
Обычный товар,neutral
"все супер, телефон радует!",positive
нормальный заказ,neutral
"Не лучший вариант, но сойдет — ноутбук",neutral
очень хороший магазин!,positive
Совсем не понравился продукт!,negative
Отличное качество заказ,positive
Совсем не понравился фильм,negative
Я в восторге от телефон,positive
"Просто идеально, фильм!",positive
нормальный фильм очень,neutral
Средний фильм!,neutral
Порадовал товар,positive
"не впечатлил, но и не разочаровал — продукт",neutral
Ничего особенного в сервис,neutral
"Разочарование, а не телефон очень",negative
Ужасный продукт,negative
Отличное качество курс!,positive
Отличное качество ноутбук,positive
"не плохо, но и не хорошо — продукт",neutral
"Средне, без восторга — товар! очень",neutral
"Все супер, курс радует!",positive
"Лучший фильм, который я видел",positive
Нормальный телефон!,neutral
"разочарование, а не ноутбук!",negative
В целом сервис норм!,neutral
Могло быть лучше — магазин,neutral
порадовал курс!,positive
Отличный выбор — телефон! очень,positive
Я очень доволен заказ,positive
"ожидал большего, но пойдет — заказ! очень",neutral
Я в восторге от телефон!,positive
Не рекомендую этот фильм,negative
я в восторге от приложение,positive
Очень хороший заказ,positive
Стандартный магазин,neutral
Никогда больше не куплю сервис! очень,negative
"Прекрасный телефон, рекомендую! очень",positive
могло быть лучше — курс,neutral
"скорее нормально, чем хорошо — товар",neutral
Замечательный телефон!,positive
Порадовал фильм,positive
Порадовал телефон!,positive
"Средне, без восторга — ноутбук",neutral
"Нормально, но есть недостатки — телефон!",neutral
Можно использовать фильм,neutral
Ничего особенного в заказ,neutral
Отличное качество товар!,positive
Замечательный продукт!,positive
"Как и ожидалось, телефон",neutral
Я очень доволен продукт!,positive
"Как и ожидалось, сервис",neutral
Порадовал магазин!,positive
Совсем не понравился заказ,negative
Очень хороший заказ,positive
"Разочарование, а не ноутбук",negative
Средний товар,neutral
Очень плохо работает фильм,negative
Обычный товар!,neutral
очень разочарован товар!,negative
"нормально, но есть недостатки — фильм",neutral
Так себе курс,neutral
Порадовал курс,positive
Деньги потрачены зря на товар,negative
Деньги потрачены зря на сервис очень,negative
"Полный провал, продукт",negative
"Нормально, но есть недостатки — приложение",neutral
"Прекрасный магазин, рекомендую",positive
Очень плохо работает телефон,negative
"Есть минусы, но в целом нормально — приложение!",neutral
"Прекрасный сервис, рекомендую!",positive
Обычный магазин,neutral
Никогда больше не куплю телефон,negative
"Без эмоций, просто заказ!",neutral
никогда больше не куплю телефон,negative
Крайне недоволен продукт!,negative
"Скорее нормально, чем хорошо — сервис",neutral
Очень плохо работает сервис!,negative
"все супер, товар радует",positive
"не лучший вариант, но сойдет — курс!",neutral
Качество плохое у приложение,negative
"Полный провал, сервис",negative
"Нормально, но есть недостатки — товар",neutral
Качество плохое у заказ!,negative
"Разочарование, а не ноутбук",negative
"Лучший курс, который я видел",positive
Я очень доволен продукт,positive
"Разочарование, а не заказ очень",negative
Можно использовать ноутбук,neutral
Крайне недоволен приложение,negative
"Полный провал, заказ!",negative
это худший товар,negative
Порадовал телефон,positive
крайне недоволен магазин,negative
Стандартный ноутбук очень,neutral
"Полный провал, фильм",negative
Порадовал фильм!,positive
Обычный телефон,neutral
"Нормально, но есть недостатки — ноутбук",neutral
"Все супер, товар радует",positive
Я очень доволен сервис!,positive
Я очень доволен телефон,positive
"Скорее нормально, чем хорошо — магазин",neutral
Отличный выбор — курс!,positive
"Ожидал большего, но пойдет — курс",neutral
Отличный выбор — фильм,positive
Нормальный магазин!,neutral
Ужасный продукт! очень,negative
"лучший сервис, который я видел",positive
"Все супер, телефон радует!",positive
"Без эмоций, просто сервис",neutral
Это худший телефон,negative
Деньги потрачены зря на товар!,negative
так себе ноутбук! очень,neutral
Нормальный продукт,neutral
ужасный товар!,negative
В целом телефон норм,neutral
Ужасный заказ!,negative
Совсем не понравился телефон,negative
Очень хороший телефон,positive
Мне очень понравился продукт,positive
"Не вау, но нормально — фильм",neutral
"Все супер, магазин радует",positive
Мне очень понравился приложение!,positive
Деньги потрачены зря на заказ,negative
"Без эмоций, просто заказ",neutral
очень хороший заказ,positive
Мне очень понравился ноутбук,positive
Ужасный телефон,negative
"Ожидал большего, но пойдет — продукт",neutral
Это худший телефон!,negative
"Прекрасный товар, рекомендую очень",positive
Нормальный товар,neutral
Никогда больше не куплю фильм,negative
порадовал товар,positive
"Без эмоций, просто заказ!",neutral
Очень хороший продукт,positive
мне очень понравился заказ!,positive
Крайне недоволен фильм!,negative
"Разочарование, а не приложение",negative
"разочарование, а не товар!",negative
Совсем не понравился магазин,negative
Очень разочарован курс!,negative
нормальный курс,neutral
Качество плохое у телефон,negative
"Не плохо, но и не хорошо — товар",neutral
"Не вау, но нормально — ноутбук",neutral
Могло быть лучше — магазин,neutral
"Полный провал, фильм",negative
"Полный провал, приложение!",negative
очень разочарован заказ!,negative
Могло быть лучше — магазин,neutral
"Не плохо, но и не хорошо — приложение!",neutral
очень хороший телефон,positive
В целом телефон норм,neutral
Так себе приложение,neutral
Стандартный ноутбук,neutral
"Как и ожидалось, фильм",neutral
качество плохое у телефон,negative
Не рекомендую этот курс,negative
"Все супер, ноутбук радует",positive
Никогда больше не куплю фильм,negative
так себе фильм,neutral
"лучший фильм, который я видел",positive
"Не очень, но пользоваться можно — курс",neutral
Ужасный сервис,negative
Деньги потрачены зря на продукт,negative
Крайне недоволен курс,negative
Порадовал телефон,positive
Ужасный фильм,negative
"Не вау, но нормально — магазин",neutral
Порадовал курс! очень,positive
Отличное качество приложение,positive
Совсем не понравился курс! очень,negative
это худший сервис,negative
Очень плохо работает заказ,negative
Пойдет ноутбук!,neutral
мне очень понравился курс!,positive
Ничего особенного в товар,neutral
Могло быть лучше — приложение,neutral
Очень хороший товар!,positive
Качество плохое у ноутбук,negative
"Все супер, сервис радует",positive
Мне очень понравился курс,positive
Не рекомендую этот сервис,negative
Порадовал телефон!,positive
Замечательный фильм!,positive
"Просто идеально, фильм",positive
Стандартный курс очень,neutral
Обычный фильм,neutral
стандартный телефон!,neutral
Совсем не понравился телефон,negative
Могло быть лучше — телефон,neutral
Средний курс,neutral
Можно использовать курс,neutral
"нормально, но есть недостатки — курс",neutral
Так себе курс!,neutral
"Не вау, но нормально — магазин!",neutral
Очень разочарован телефон,negative
"Просто идеально, приложение!",positive
"Прекрасный товар, рекомендую",positive
очень плохо работает заказ,negative
это худший телефон,negative
Мне очень понравился сервис,positive
Ужасный сервис очень,negative
Очень плохо работает товар!,negative
Очень хороший заказ,positive
Средний заказ,neutral
Никогда больше не куплю магазин очень,negative
Совсем не понравился курс,negative
Очень хороший ноутбук!,positive
Отличный выбор — курс,positive
"разочарование, а не сервис",negative
"средне, без восторга — товар",neutral
"Просто идеально, заказ",positive
"Скорее нормально, чем хорошо — ноутбук!",neutral
"Просто идеально, курс",positive
"Прекрасный товар, рекомендую",positive
Ничего особенного в товар!,neutral
"Полный провал, товар",negative
Нормальный магазин! очень,neutral
Я очень доволен сервис,positive
"Прекрасный фильм, рекомендую",positive
Совсем не понравился сервис!,negative
Отличное качество продукт!,positive
Крайне недоволен продукт,negative
"Скорее нормально, чем хорошо — ноутбук",neutral
Замечательный приложение,positive
Ужасный заказ,negative
"Разочарование, а не фильм",negative
"Все супер, курс радует",positive
Совсем не понравился товар! очень,negative
Деньги потрачены зря на приложение,negative
Отличный выбор — магазин!,positive
"как и ожидалось, продукт",neutral
ужасный товар,negative
очень плохо работает фильм!,negative
отличный выбор — продукт!,positive
"Просто идеально, фильм!",positive
Деньги потрачены зря на ноутбук,negative
В целом заказ норм!,neutral
"Нормально, но есть недостатки — заказ",neutral
"Разочарование, а не сервис!",negative
"Просто идеально, товар!",positive
Ужасный товар!,negative
Очень плохо работает приложение,negative
Очень разочарован товар,negative
В целом телефон норм,neutral
"Без эмоций, просто заказ",neutral
"Не впечатлил, но и не разочаровал — товар",neutral
"Не очень, но пользоваться можно — магазин!",neutral
Я в восторге от телефон!,positive
Это худший фильм,negative
Я в восторге от продукт,positive
"Есть минусы, но в целом нормально — приложение!",neutral
Очень хороший ноутбук,positive
"Все супер, заказ радует",positive
отличный выбор — курс,positive
"Не вау, но нормально — продукт!",neutral
Замечательный товар,positive
"Средне, без восторга — сервис! очень",neutral
Стандартный сервис,neutral
Совсем не понравился сервис,negative
Ужасный сервис!,negative
Не рекомендую этот продукт,negative
"Средне, без восторга — магазин!",neutral
Я очень доволен фильм,positive
Могло быть лучше — продукт!,neutral
"Средне, без восторга — телефон очень",neutral
"Ожидал большего, но пойдет — приложение!",neutral
очень плохо работает заказ!,negative
"Прекрасный ноутбук, рекомендую",positive
"Нормально, но есть недостатки — ноутбук!",neutral
"Нормально, но есть недостатки — продукт!",neutral
Порадовал товар,positive
"Разочарование, а не телефон",negative
Стандартный сервис!,neutral
Можно использовать телефон,neutral
"Нормально, но есть недостатки — курс",neutral
Деньги потрачены зря на товар,negative
"Разочарование, а не фильм! очень",negative
Мне очень понравился заказ!,positive
порадовал магазин,positive
"Не лучший вариант, но сойдет — товар",neutral
"Нормально, но есть недостатки — сервис",neutral
"Как и ожидалось, курс",neutral
В целом телефон норм!,neutral
Обычный фильм!,neutral
Очень хороший товар,positive
В целом приложение норм,neutral
очень хороший телефон!,positive
Замечательный телефон!,positive
Никогда больше не куплю ноутбук,negative
Отличный выбор — заказ,positive
"Не очень, но пользоваться можно — фильм",neutral
"Просто идеально, приложение!",positive
Я очень доволен курс!,positive
Можно использовать фильм!,neutral
"Просто идеально, курс",positive
Крайне недоволен фильм!,negative
Это худший фильм,negative
Очень хороший приложение,positive
Очень плохо работает телефон!,negative
Замечательный курс,positive
"Разочарование, а не ноутбук!",negative
Замечательный фильм,positive
Ужасный приложение,negative
"Все супер, телефон радует",positive
"Все супер, продукт радует",positive
Очень разочарован продукт,negative
Очень плохо работает заказ очень,negative
Я очень доволен продукт!,positive
"Прекрасный заказ, рекомендую!",positive
никогда больше не куплю заказ! очень,negative
"Есть минусы, но в целом нормально — заказ!",neutral
"Как и ожидалось, приложение",neutral
Никогда больше не куплю товар очень,negative
Пойдет ноутбук,neutral
"Прекрасный ноутбук, рекомендую",positive
Я в восторге от приложение! очень,positive
деньги потрачены зря на курс!,negative
Могло быть лучше — товар!,neutral
Отличное качество ноутбук,positive
Это худший фильм,negative
Это худший сервис! очень,negative
могло быть лучше — сервис,neutral
Отличный выбор — курс!,positive
Могло быть лучше — сервис,neutral
Это худший магазин!,negative
Мне очень понравился заказ,positive
"просто идеально, фильм!",positive
Никогда больше не куплю ноутбук,negative
мне очень понравился заказ!,positive
Нормальный приложение,neutral
Я очень доволен магазин!,positive
Ничего особенного в курс,neutral
Я очень доволен заказ!,positive
Отличный выбор — приложение,positive
Не рекомендую этот приложение,negative
Мне очень понравился продукт,positive
Отличное качество сервис,positive
Средний курс!,neutral
Ужасный магазин,negative
Я в восторге от телефон,positive
Я очень доволен товар,positive
"Все супер, фильм радует",positive
Очень хороший телефон,positive
Стандартный ноутбук! очень,neutral
средний магазин,neutral
Очень хороший продукт,positive
Деньги потрачены зря на ноутбук,negative
"Ожидал большего, но пойдет — заказ!",neutral
"Ожидал большего, но пойдет — курс",neutral
"Прекрасный магазин, рекомендую",positive
Никогда больше не куплю телефон,negative
Стандартный ноутбук,neutral
Качество плохое у заказ,negative
Очень хороший фильм!,positive
Ужасный товар,negative
"Скорее нормально, чем хорошо — сервис",neutral
Стандартный фильм,neutral
это худший приложение!,negative
Очень плохо работает телефон,negative
Деньги потрачены зря на заказ!,negative
Очень разочарован магазин,negative
"Прекрасный заказ, рекомендую",positive
Средний курс! очень,neutral
Не рекомендую этот товар,negative
Совсем не понравился товар,negative
Очень разочарован заказ!,negative
"Прекрасный фильм, рекомендую",positive
"Прекрасный ноутбук, рекомендую очень",positive
Обычный курс,neutral
отличный выбор — товар,positive
"Просто идеально, ноутбук!",positive
Никогда больше не куплю курс!,negative
Пойдет сервис!,neutral
Отличный выбор — товар!,positive
Пойдет фильм,neutral
так себе продукт,neutral
Это худший фильм,negative
Так себе приложение,neutral
Крайне недоволен фильм,negative
Очень разочарован заказ,negative
Мне очень понравился магазин,positive
ужасный курс,negative
Качество плохое у товар!,negative
стандартный сервис!,neutral
Никогда больше не куплю курс очень,negative
"Просто идеально, заказ",positive
Совсем не понравился фильм!,negative
"Лучший курс, который я видел! очень",positive
Отличное качество телефон! очень,positive
Никогда больше не куплю сервис!,negative
"средне, без восторга — продукт!",neutral
"Лучший ноутбук, который я видел!",positive
Очень плохо работает заказ,negative
Очень разочарован магазин,negative
"Не впечатлил, но и не разочаровал — товар!",neutral
Могло быть лучше — сервис!,neutral
не рекомендую этот ноутбук,negative
Это худший телефон!,negative
"Не очень, но пользоваться можно — приложение!",neutral
Совсем не понравился телефон,negative
никогда больше не куплю приложение!,negative
"Разочарование, а не фильм",negative
Я в восторге от телефон очень,positive
Качество плохое у телефон,negative
качество плохое у курс,negative
очень хороший магазин очень,positive
"не лучший вариант, но сойдет — курс",neutral
Не рекомендую этот продукт!,negative
"Прекрасный сервис, рекомендую",positive
"Все супер, заказ радует",positive
замечательный продукт!,positive
Совсем не понравился сервис,negative
"Не лучший вариант, но сойдет — заказ",neutral
Обычный приложение,neutral
"Все супер, сервис радует!",positive
"Лучший продукт, который я видел!",positive
"полный провал, ноутбук!",negative
"Скорее нормально, чем хорошо — магазин",neutral
"Не плохо, но и не хорошо — телефон",neutral
деньги потрачены зря на магазин,negative
крайне недоволен телефон,negative
"Скорее нормально, чем хорошо — товар",neutral
"Просто идеально, заказ!",positive
Это худший товар!,negative
"Полный провал, телефон!",negative
Мне очень понравился продукт,positive
Нормальный магазин,neutral
Это худший магазин очень,negative
Я в восторге от магазин!,positive
"Просто идеально, продукт",positive
Это худший сервис,negative
Крайне недоволен фильм,negative
"Средне, без восторга — заказ!",neutral
Очень хороший продукт,positive
"Ожидал большего, но пойдет — фильм! очень",neutral
деньги потрачены зря на приложение!,negative
Ужасный приложение,negative
Отличный выбор — заказ,positive
Нормальный продукт,neutral
"Лучший продукт, который я видел",positive
Это худший ноутбук,negative
"Как и ожидалось, фильм! очень",neutral
"Просто идеально, курс",positive
"Средне, без восторга — приложение",neutral
"Лучший телефон, который я видел",positive
"Нормально, но есть недостатки — ноутбук",neutral
Никогда больше не куплю магазин!,negative
"Лучший магазин, который я видел!",positive
"Не очень, но пользоваться можно — магазин",neutral
"Разочарование, а не товар!",negative
Я очень доволен ноутбук,positive
Я в восторге от сервис,positive
Порадовал магазин,positive
Порадовал ноутбук,positive
качество плохое у заказ,negative
Замечательный приложение!,positive
"Средне, без восторга — ноутбук!",neutral
Совсем не понравился фильм!,negative
Отличное качество приложение,positive
Порадовал заказ,positive
В целом фильм норм,neutral
"Скорее нормально, чем хорошо — фильм",neutral
Отличный выбор — заказ,positive
"Разочарование, а не телефон",negative
Отличное качество приложение!,positive
Качество плохое у приложение,negative
Не рекомендую этот фильм,negative
Можно использовать сервис очень,neutral
Деньги потрачены зря на продукт очень,negative
я очень доволен ноутбук,positive
"Без эмоций, просто курс!",neutral
Крайне недоволен магазин,negative
"Средне, без восторга — заказ",neutral
Я в восторге от товар,positive
пойдет товар! очень,neutral
"Нормально, но есть недостатки — продукт",neutral
Мне очень понравился курс,positive
Совсем не понравился магазин,negative
"Разочарование, а не магазин!",negative
порадовал курс!,positive
Никогда больше не куплю телефон,negative
"Не вау, но нормально — фильм",neutral
Отличное качество магазин,positive
я очень доволен заказ!,positive
"Прекрасный товар, рекомендую",positive
"Не вау, но нормально — приложение",neutral
"Не лучший вариант, но сойдет — приложение",neutral
Никогда больше не куплю телефон,negative
Ужасный приложение,negative
Ужасный телефон,negative
Отличный выбор — курс,positive
"Не плохо, но и не хорошо — фильм!",neutral
"Прекрасный приложение, рекомендую",positive
в целом фильм норм,neutral
"Нормально, но есть недостатки — продукт",neutral
"Не лучший вариант, но сойдет — ноутбук!",neutral
Очень хороший курс,positive
"Не плохо, но и не хорошо — курс очень",neutral
Я в восторге от курс,positive
"Не плохо, но и не хорошо — ноутбук",neutral
Так себе ноутбук,neutral
Это худший приложение!,negative
"Все супер, ноутбук радует!",positive
Порадовал товар,positive
качество плохое у курс,negative
Совсем не понравился телефон,negative
Очень разочарован заказ,negative
"Как и ожидалось, заказ!",neutral
"Не очень, но пользоваться можно — заказ",neutral
Деньги потрачены зря на курс,negative
Очень хороший ноутбук!,positive
Замечательный приложение очень,positive
Это худший продукт,negative
Крайне недоволен заказ! очень,negative
"Просто идеально, ноутбук",positive
"Все супер, магазин радует",positive
Крайне недоволен продукт,negative
Могло быть лучше — магазин! очень,neutral
"Просто идеально, приложение",positive
"Средне, без восторга — ноутбук!",neutral
Отличный выбор — заказ!,positive
Очень плохо работает приложение!,negative
"не лучший вариант, но сойдет — фильм!",neutral
Я очень доволен телефон,positive
Качество плохое у товар,negative
это худший фильм,negative
Можно использовать заказ,neutral
Я очень доволен фильм,positive
"Полный провал, телефон",negative
Очень плохо работает магазин,negative
Никогда больше не куплю ноутбук!,negative
Отличный выбор — магазин!,positive
"Без эмоций, просто товар!",neutral
Отличный выбор — заказ,positive
"Есть минусы, но в целом нормально — сервис! очень",neutral
пойдет продукт!,neutral
Ужасный продукт!,negative
я в восторге от телефон,positive
Пойдет приложение,neutral
"Скорее нормально, чем хорошо — сервис",neutral
"разочарование, а не приложение очень",negative
"Разочарование, а не фильм",negative
"Не очень, но пользоваться можно — магазин",neutral
"Не лучший вариант, но сойдет — магазин очень",neutral
Могло быть лучше — телефон!,neutral
обычный приложение,neutral
Ничего особенного в заказ,neutral
"Просто идеально, заказ",positive
Очень хороший товар!,positive
Очень плохо работает сервис,negative
это худший заказ,negative
Очень хороший сервис!,positive
Деньги потрачены зря на продукт очень,negative
"Без эмоций, просто заказ",neutral
Не рекомендую этот товар!,negative
Стандартный фильм,neutral
Отличный выбор — фильм,positive
нормальный продукт!,neutral
Это худший заказ,negative
"Разочарование, а не продукт",negative
"Без эмоций, просто заказ",neutral
Качество плохое у ноутбук,negative
Очень плохо работает телефон,negative
"Все супер, курс радует",positive
"Не плохо, но и не хорошо — ноутбук",neutral
Крайне недоволен товар,negative
Отличный выбор — ноутбук,positive
"Просто идеально, телефон",positive
"Разочарование, а не ноутбук",negative
Это худший товар!,negative
Мне очень понравился телефон,positive
"Разочарование, а не продукт",negative
Отличное качество продукт,positive
Не рекомендую этот приложение!,negative
Совсем не понравился заказ!,negative
Мне очень понравился магазин,positive
В целом сервис норм,neutral
Отличный выбор — продукт очень,positive
"Без эмоций, просто курс",neutral
Мне очень понравился товар,positive
Очень плохо работает магазин!,negative
Я в восторге от заказ!,positive
"Разочарование, а не фильм",negative
Отличный выбор — продукт,positive
"Лучший магазин, который я видел очень",positive
Качество плохое у телефон!,negative
деньги потрачены зря на заказ,negative
Я очень доволен заказ,positive
Качество плохое у товар,negative
Я в восторге от курс,positive
Отличный выбор — продукт!,positive
"просто идеально, телефон",positive
Я в восторге от телефон,positive
Не рекомендую этот сервис!,negative
Я в восторге от продукт!,positive
"Не вау, но нормально — магазин",neutral
Стандартный заказ,neutral
"Не плохо, но и не хорошо — приложение!",neutral
можно использовать приложение!,neutral
"Ожидал большего, но пойдет — ноутбук!",neutral
Нормальный продукт!,neutral
"Разочарование, а не товар очень",negative
"Все супер, сервис радует",positive
Могло быть лучше — приложение,neutral
"Нормально, но есть недостатки — заказ",neutral
Я в восторге от приложение,positive
Очень плохо работает сервис!,negative
"Есть минусы, но в целом нормально — магазин очень",neutral
Ужасный курс! очень,negative
Крайне недоволен товар,negative
Средний курс,neutral
"Прекрасный заказ, рекомендую",positive
Это худший магазин!,negative
"Прекрасный курс, рекомендую",positive
Средний фильм,neutral
ничего особенного в товар,neutral
Никогда больше не куплю заказ!,negative
Очень хороший магазин!,positive
"Не вау, но нормально — сервис!",neutral
Отличный выбор — курс,positive
"Не плохо, но и не хорошо — ноутбук",neutral
это худший сервис,negative
Это худший сервис,negative
"Разочарование, а не фильм!",negative
Очень хороший заказ,positive
Отличное качество магазин!,positive
Очень хороший курс,positive
Порадовал магазин,positive
Порадовал заказ очень,positive
Нормальный телефон!,neutral
Ужасный товар!,negative
Крайне недоволен сервис! очень,negative
Пойдет курс,neutral
"Средне, без восторга — приложение очень",neutral
"Без эмоций, просто товар!",neutral
Очень хороший телефон очень,positive
Ужасный курс,negative
"Просто идеально, магазин очень",positive
Ужасный фильм,negative
"Не лучший вариант, но сойдет — ноутбук!",neutral
Деньги потрачены зря на ноутбук,negative
"Прекрасный продукт, рекомендую",positive
"Не лучший вариант, но сойдет — курс",neutral
Деньги потрачены зря на приложение,negative
"Прекрасный сервис, рекомендую очень",positive
очень хороший телефон,positive
Крайне недоволен продукт,negative
"Лучший ноутбук, который я видел",positive
"Все супер, приложение радует",positive
отличное качество сервис,positive
Очень хороший сервис,positive
В целом магазин норм,neutral
Стандартный приложение,neutral
"Разочарование, а не магазин очень",negative
Порадовал телефон,positive
Отличный выбор — магазин!,positive
Я в восторге от товар очень,positive
Отличный выбор — фильм,positive
Крайне недоволен товар очень,negative
Очень плохо работает курс,negative
Я очень доволен сервис,positive
Никогда больше не куплю курс,negative
"Прекрасный курс, рекомендую",positive
совсем не понравился телефон!,negative
Никогда больше не куплю заказ!,negative
Мне очень понравился заказ,positive
Отличный выбор — приложение,positive
Деньги потрачены зря на продукт,negative
"Скорее нормально, чем хорошо — приложение!",neutral
Ничего особенного в заказ!,neutral
Можно использовать продукт,neutral
Стандартный сервис!,neutral
Я очень доволен ноутбук,positive
ужасный продукт,negative
Очень разочарован товар,negative
можно использовать курс,neutral
Ничего особенного в магазин,neutral
"Лучший магазин, который я видел!",positive
Я очень доволен товар,positive
Деньги потрачены зря на заказ,negative
Очень плохо работает товар,negative
Крайне недоволен магазин,negative
"Просто идеально, сервис",positive
Могло быть лучше — заказ,neutral
очень хороший сервис,positive
Отличный выбор — сервис,positive
в целом сервис норм,neutral
Очень хороший магазин! очень,positive
"Лучший заказ, который я видел",positive
Качество плохое у товар,negative
"Все супер, товар радует",positive
Крайне недоволен фильм,negative
Не рекомендую этот приложение,negative
"Все супер, фильм радует!",positive
Это худший продукт!,negative
"Не вау, но нормально — магазин!",neutral
Совсем не понравился товар!,negative
Деньги потрачены зря на магазин очень,negative
Я очень доволен товар,positive
"Средне, без восторга — курс",neutral
отличный выбор — фильм!,positive
Очень хороший курс очень,positive
Замечательный курс! очень,positive
Пойдет товар,neutral
"Есть минусы, но в целом нормально — заказ",neutral
ничего особенного в фильм!,neutral
Замечательный приложение,positive
Отличный выбор — продукт!,positive
"Не очень, но пользоваться можно — сервис",neutral
Я очень доволен сервис,positive
В целом магазин норм!,neutral
Не рекомендую этот ноутбук!,negative
Отличный выбор — телефон,positive
Мне очень понравился продукт,positive
"Как и ожидалось, фильм! очень",neutral
ничего особенного в приложение,neutral
"Есть минусы, но в целом нормально — магазин",neutral
Мне очень понравился продукт!,positive
"Прекрасный сервис, рекомендую",positive
"Лучший курс, который я видел очень",positive
"Есть минусы, но в целом нормально — фильм",neutral
"Прекрасный приложение, рекомендую",positive
"Все супер, товар радует!",positive
Могло быть лучше — фильм!,neutral
Средний приложение,neutral
"Все супер, заказ радует",positive
"Прекрасный магазин, рекомендую",positive
замечательный магазин,positive
Крайне недоволен приложение!,negative
Качество плохое у фильм,negative
Ничего особенного в приложение,neutral
Очень хороший товар!,positive
"Лучший курс, который я видел очень",positive
ужасный фильм,negative
"Скорее нормально, чем хорошо — курс",neutral
"Есть минусы, но в целом нормально — курс",neutral
"Лучший заказ, который я видел",positive
можно использовать магазин!,neutral
Нормальный фильм,neutral
"Средне, без восторга — сервис",neutral
Не рекомендую этот заказ,negative
Порадовал товар,positive
"Не лучший вариант, но сойдет — приложение",neutral
